text,label
"http://www.azcentral.com/news/articl...glary1219.html = = = = = = = = = = = = About 10 p.m. Dec. 9 , police were called to Ed 's Fish and Chips , 306 N. Central Ave. , for a reported armed robbery , police said .",0
"Two employees and one customer told police two men , brandishing a long-barrel rifle , stole the cash drawer with an undisclosed amount of money and fled on foot .",0
http://www.azcentral.com/news/articl...bbery1219.html,0
I went to buy some new socks today and a couple of t-shirts .,0
Not a single picture on any of them had a white male .,0
"Blacks and mexicans were represented thoroughly. do yourselves a favor , shoot your t.v. !",1
My google skills have failed me .,0
The only references that I 've found that appear to contain the information you seek seem to require some form of payment .,0
That is because Lycurgus has been on moderation forever and should be let off .,0
Just like this thread should be stickied .,0
It seems odd that alot of times there 's such a black and white concept for people pertaining to the will of man .,0
Either it was straight out the ass of god himself and divine or meaningless and devoid of all reason .,0
Is n't there some middle ground ?,0
Since I will be posting with the default text in the future you no longer have any reason to hate me .,0
"I think Fyrdung is a band which was started by members of the bands Svitjod , Pluton Svea and Division S , but I 'm not sure",0
Living expenses in Stockholm are very high and some poor Swedes and other Whites have no choice but to live in non-white suburbs .,1
The reason for the high living expenses is of course the influx of hundreds of thousands of non-whites to the city .,1
No.,0
At least not as far as I can tell .,0
I live in Oslo and race-mixing is a huge problem .,1
Sad but true .,0
"Our smart liberals say that we need thousands of `` high-quality '' non-european immigrants per year , but for what ?",0
The downfall has begun ...,0
I shall not waste a single more moment of my time to converse with you .,0
Enough is enough .,0
"Kiss uncle Samael for me , will you ?",0
"Mr.Ollsson,has it occurred to you that the only reason the nordic women you are so fond of are so attractive is because their fathers were smarter than yours.Think about it !",0
Miss South Africa is not White .,0
She looks arabic if anything .,0
I then checked Miss Portugal .,0
She is classic meditteranean White .,0
Miss Germany looks southern too .,0
"And now Sweden 's down against the nig nogs ... well at least it was very close , and they only lost in overtime ...",1
Aragorn,0
You should have heard of him becouse he is the greatest chess player of all times .,0
He far excelled Anatoly Karpov and Garry Kasparov .,0
To which one should reply that they are a bunch of soft bellied women of whom their ancestors would be ashamed .,0
"I give myself 20-30 years to make people see , I think I 'll go into politics here in Iceland and do some good",0
"All of his posts thus far have been rather gratuitous and heavily aimed on Skandinavia alenth with the histories and spirits thereof , particularly the later portion of post #31 .",0
"Maybe some of you people should grow up , You don`t pick a man or woman for your mate because of the color of their eyes and hair .",0
Their is much more to that if your hoping for a successful relationship and marriage .,0
"I think character and social behavior are the most important , and having blond hair and blue eyes are not going to gaurantee these qualities .",0
I can sincerely tell you that I am certain he was a beautiful man and I love names of honour and those which hold origo within our folklore . ... for him .,0
I have made it clear on this forum many times that I have nothing against gays as such .,0
"But as for them adopting kids , the answer is NO .",1
"I find that surprising , since Finland after all once conquered Sweden , and ockupied it for several hundred years .",0
"Oh wait , that never happened ...",0
I think they are just desperately trying to be more popish than the Pope himself and avoid accusations of racism before they are even expressed by demanding increased immigration .,0
"I've only seen four Jews in my whole life , and those Jews were on the Silja Europa ship , going to Stockholm .",0
26155,0
More ethnic crime .,0
Ethnic crime never ends it seems .,1
I am thinking to create a thread dedicated to crimes commited by immigrants .,0
"Well that 's your misery I hope this will help : 1 m = 100 cm 1000 mm 1 "" = 25,40 mm = 2,54 cm = 0,0254 m 1 ' = 304,48 mm = 30,48 cm = 0,3048 m 1 ' = 12 `` Then ... start calculating",0
thanks for the tip rock does not really macth My taste but I 'll go check it out anyway who knows,0
"NOR: Immortal , Gorgoroth , Ancient , Emperor , Einherjer , Thorns SWE : Naglfar , Bathory , Setherial , Dawn , In Aeternum , Sacramentum FIN : Impaled Nazarene , Argath , Demon Child never liked Darkthrone or Burzum ( interesting story there ..",0
`` Nargaroth - The Day Burzum Killed Mayhem '' heheh ) either though * shrug * Scandinavia really is a black metal heaven but there 're many great bands on the outside which too are a Pride of their countries 11,0
Get out of here !,0
You 're telling me that there 's something we Swedes have done right ?,0
I refuse to believe it !,0
"Not just that , but many people who adopt kids are capable of making their own pure white children .",0
"It 's more fun that way , too .",0
Aragorn,0
"More likely they 're afraid of having to marry and deal with a snotty GI-Jane-dyke , only to be dragged into court and have the kids and house taken a few years later .",0
Its only a matter of time until we become a hell hole like Sweden or the UK .,1
I would hate to live in Dublin with all the foreigners there now .,1
"My wife 's favorite place in Ireland is in the Kingdom , Cloghane Village , and O' Connor 's pub. I hope that place has n't been invaded .",1
God Bless,0
Can i suggest some of the locals get up of their behinds and lets these traitors know that this anti-white festival is not welcome in their town 828,1
there's no need for me to say anything ... all is said in the image of thaat old white guy in the end of one of the first videos .,0
Not good news at all but this happens in all European nations and is no doubt pushed by the likes of Jews like Summer Redstone and MTV !!,1
Listening to Matt Coper this evening tried to do some digging around on the above story and this is all I could find `` More PC Rubbish '' http://www.veritas.ie/App_User_Files...rticle%201.jpg,0
So according to your logic since blacks have been in N.America for hundreds of yrs they should be allowed to stay ? and yes whites should leave africa .,1
How are you a White Nationalist when you support the foreign occupation of a white country ?,0
The reason they want to ban the cross is because it repersents our race and the Christian faith .,0
We should all know by now who hates Christains more than anyone else .,0
God Bless,0
"We have to encourage people to boycott all black businesses , start rumours that blacks working in shops have AIDs which is probably true .",1
Africans in Ireland should be treated like paedophiles .,1
We need immigrants.Reality is kicking in for a lot of people who were all for immigration.The Blacks put up in hotels and Irish on the dole.Story here www.independent.ie,0
"The red scum will never wake up , ignorant lefties fight for `` their class '' when their making a mockery of their culture and heritage . commie scum ..",1
that is absolutely * * * * ing unbelievable.they can just go route one now.no more messing about going through europe.in bongo land one minute jump on the plane and 5 hours later hop off the plane with the biggest negro smile and shout ASYLUM.i am totally depressed hearing this,1
"Tralee is a disgrace , the place looks like a town in africa nowThe day Ireland becomes a muslim country is the day i stop breathing !",1
This Islamisation is going on all over Europe. but we can object .,0
"YouTube - Brussels on 9/11 : For a free Europe , against Islamization",1
Some kid knocking on a blacks door and running away.Look donkeys fords chipie across the road the internet cafe run by black overeactcted.Attacked the Limerick kid all at least 20 of them.Kid arrived out later with his at least 30 friends.The owner of internet cafe says to the white youth i have white blood.One roars back the only thing white about you is your teeth .,0
Agreed.,0
"To learn more , click here : www.jonasridgeway.com/tech2.html www.spiritual.com.au/astral.html www.astralweb.org www.near-death.com/experiences/cayce01.html www.astralvoyage.com/projection/index.html It would be pretty cool for teachers to tell White kids they go out-of-body every night .",0
Nice .,0
Heard today from a colleague in work that a load of Roma Gypsies set up camp at the red cow as the government would not house them anyone see or here of this ?,0
BULL****!,0
Even if they do stop pouring in most of those that are here have no intention of going back to poland .,1
Is there any country that I can move to where there are no blacks or Asians ?,0
I suppose this is an unrealistic question because they are every where but where is the whitest place on earth that I can move to .,0
And please do n't say the north pole !,0
The worst thing about the present immigration is that it 's spread all over the country .,1
I 'd prefer to put them in one place before shipping them home .,0
"I disagree you can never justify race mixing Some of them girls may have been brainwashed by media , also you are condemning their kids and furture generations of kids to a non white future .",1
"Glad it made news your way the truth must be told but have you noticed it says it is not a racist attack , Oh but we all know the story shall it of been some poor black bastard bashed to near death in Dublin eh",1
"In certain circumstances I would agree with you but in Europe by preserving our nations we are preserving our race as well because there is no way a black in Europe can be British , Irish , German or whatever .",0
I'm sure I heard that many Catholic churches in Ireland are experiencing large numbers again thanks to the growing Polish populations .,0
Will you please go to this link and sign the petition in support of the right of Russian Nationalist to march .,0
Thank you .,0
88 !,0
http://www.righttomarch.com/,0
You picked a poor time to start such a thread seeing as how just this week the IRA were categorically cleared of all paramilitary/terrorist/illegal activity .,0
The are quite frankly nothing now .,0
"Something similar is happening in Belgium at the moment , but on a larger scale .",0
Is n't the EU wonderful ?,0
http://www.nationalvanguard.org/story.php ? id = 8958,0
I think Cork fans still use it anyway .,0
Sure seen a few Munster fans with it too last weekend .,0
St. Pats football teams fans use the St. Patricks Cross aswell as it being the symbol for the IRU .,0
"Complete nonsense with your own plain as day motive lurking around in the background as usual . The article shows people are acting , action I support .",0
I cant believe you 've lasted this long on this forum,0
I heard about it is it about that white guy that killed that race traitor slut and her nig nog boyfriend ?,1
"not sure where I got them mate , they look like they 're from a magazine though coz they 're scans of photocopies it looks like. will find em and post them",0
i'd like to know more about this debate .. is anyone welcome and where exactly is it being held ? good work by the way Mr.Roach. nice publicity .,0
88 .,0
It's no surprise Irish girls would do that .,0
It goes on in all of the White Western World .,0
Most White Western Women have the racial sense of a cabbage .,1
Czynski ! 5122,0
"Take one of the scandinavian flags , and change the color from blue and yellow ( Sweden as an example ) and turn it to green and yellow. lol , it might be decent",0
I almost fell off my chair with sadness and anger when I heard this from the vanguard site .,0
I have always thought Ireland to be the last all white country left .,0
16,0
The thing that concerns me is that he got a house off the council thats a house that a Irish family should have got .,1
so is tom still rambling on about putting up machine guns in the city centre ? lol and that sites great al making all wn look like terrorists.so tell us all of some of the irms activism so far ?,0
She could just move to the Christian part of Nigeria where there is no Sharia law .,0
Its a huge country with each tribe and religion having their own province .,0
"Welcome to Stormfront Ireland Ive seen the numbers at the bottom of a lot of posts , its just some kind of moderators code .",0
2056,0
It's a shame that universities of Canada import black and brown people .,1
Most of the time they are quiets sheep who want to intergrate but their children makes a new generations of thugs and prostitute .,1
"I visited your website and facebook page , and I like what I see .",0
I shall contribute to this organization and support the XXV points .,0
Too bad you 're not in BC where I am .,0
"I'm with you , Winnipeg has become a cesspool .",1
"I was beaten and robbed by two natives last year and over the last couple of years I have watched downtown turn into black , brown and yellow town. the food court at Portage place has started to remind me of the creature cantina from star wars .",1
"This sounds like a sensible , well thought-out plan .",0
"So I guess you 'll just have to go to the Canadian Prime Minister and ask him to declare you Emperor and step down , or something ?",0
How is this worthy of a human rights hearing ?,0
"Should the guy who sang cop killer also have a trial , because he tragted a minority , cops .",0
I try and avoid shops owned by.or employing non.whites too .,1
At least shop where a white is at the counter is my rule .,1
I think I read a comment like that on a video on YouTube and it made me chuckle .,0
Dumb dumb dumb .,0
It was probably written by a 15 year old .,0
"I cannot say that I am happy about supporting welfare mothers , but I can firmly say that I prefer supporting a welfare mother than a murder-clinic .",0
Show me some progress in our struggle .,0
All I see is slippage as we fall farther and farther behind .,0
Nothing is changing for the better .,0
Yeah but what you have to remember is that the jews are cunning and would probz slither their way out of it and justify their right to bare arms by use of the pro jew media and without a doubt the old holocaust excuse. our race would not be to blame most of us are brainwashed from a young age by T.V or schools its are job to wake them up comrade and defend them for we are fast becoming a minority in our own countries,1
I liked the majority of this video in the beginning but what was with the white guilt tripping part around an hour in of the video ?,0
I went to a talk about this at Georgetown University last week .,0
They were kind of up in arms but said most Scots are lefties .,0
Wonder what happened ?,0
The Prime of Miss Jean Brodie Trailer - YouTube,0
Woy's face was a picture at the end of that Uruguay game .,0
That will teach you for wearing a jew cap you great suck up !,0
The attacks are coming from wankers who live in England maybe even born here and have little or no English ancestry and call themselves British .,1
But in The Bible there is no verses that prohibit inter-racial relationships or mixed race children is there ?,0
The Bible itself though is full of contradictions and you can mis-judge how things are meant .,0
There is no difference .,0
They just say this because it makes it sound better and know that people would be less likely to speak out against this .,0
Come to Bromsgrove and I 'll be more than happy to give you a tour of the West Midlands and the History of Heavy Metal We have the Malvern Hills one of Englands most beautiful places,0
"Keep em on the phone long enough , disagree a little .",0
Sooner or later the black one will say `` mother * * * * er '' or `` madick '' .,1
"The fact that she s casually announced this to the country functions as a make-shift IQ test right there . That s because of your reputation ; not your looks , love .",0
I'm really sorry to say that due to the land we use being under water due to severe flooding we 've had to cancel the event .,0
We plan on holding a family camping/fun weekend in the summer once the weather has ( I hope ! ) improved .,0
"The thing is you may base your beliefs on claims and assertions , but nowadays Oxford University Professors tend to base their findings on many years of dedicated research .",0
André Rieu - The Beautiful Blue Danube - YouTube,0
I found out this morning that junior school kids are n't allowed to sing Bar Bar Black sheep anymore because it 's racist and might offend the coloured kids so they are being told to sing Bar Bar randow sheep ! whats next we 'll not be allowed to sing god save the queen .,0
dont let it get you down brother your not on your own just bite your tongue and think of all those beutiful aryan women who think the way we do they are worth fighting for everything enoch powell said came true. hang in there brother,0
"I do get my Theirs , theres and they 're , mixed up sometimes but i was educated under Labours rule so i cant be completly to blame .",0
"These areas that you name are the preserve of the rich , you wont find a single white working class person living there.We might look down on blacks and pakis as scum and not want them living near us but the upper class feel exactly the same about us",1
"Hello decided to start posting thought I , d say hi I 'm from midlands uk .",0
Been on blood and honour and think radio 28 is great,0
Although we have slight variances in our position here I want to thank all the posters who have kept this thread civil .,0
Having recently traveled to London I was disgusted by how non-white the city had become .,1
Is there anywhere in central London that is still 95 % + white ?,0
A mans game where every now and again all the players get together for a nice cuddle ?,0
"Agree with the rest , the recent transfer window says everything , hundreds of millions spent on a few players .",0
Paying for sky sports is nearly as bad .,0
Why do people care about football ?,0
"The chairman of the FA is one David Bernstein and , yes , he is a member of a certain tribe that delight in bringing diversity and the benefits of multi-culturalism and ' anti-racism ' , along with boatloads of third-worlders to Britain .",1
I have been coming here for a while now as a guest and today i finally decided to join so here i am .,0
Anyway i look forward to posting my veiws here freely and also look forward to hearing all of yours to .,0
Kindest Regards JE .,0
"me, too but here in the Usa .",0
This land was founded by whites for whites and I prefer to punish the symptom of urban decay rather than just its zowg figurehead .,1
"Hi, my name is Chris and I want to thank the English nation for being the people most responsible for the creation of the USA and Canada .",0
Boots Christmas advert on telly this evening .,0
"Black father , White mother , half breed teenage son .",0
It is now unusual to see White families on telly .,0
Indeed!,0
If there are any of her family with any dignity left they should do the honourable thing and let the air out of her tyres .,0
London nowadays is more dangerous for tourists than Zimbabwe Like the above poster says do n't go to London just go someplace else that is much better like Bath or Stratford Upon Avon ( Shakespeare Birthplace ) Londonistan is a craphole,1
You Anglo-Americans are all welcome to England if you can perform the ' small ' task of riding London of it 's ethnics !,1
Look at this cultural incongruity from Plymouth . VIDEO : Plymouth celebrates St George 's Day with music and dancing in the streets | This is Plymouth,1
Thank you brother .,0
The Brazilian president said that Blond hair Blue eyes Anglo-Saxons were the problem in the world .,0
Anti-White C * * T.,0
Well someone needs to set one up ASAP .,0
The sooner we acknowledge eachother in local areas and band together as a unit the sooner we become a strong white nation again .,0
"All new posters are under moderation to start with , but this is lifted fairly quickly .",0
"Apart from that , only a small number of SF members are placed on moderation from time to time .",0
I was sure that they were lying about the numbers and it 's must be the same in every country IMO .,0
There must be much less whites and much more blacks and Jews than what the statistics tell us .,0
"Hey all I 'll be visiting southwest england in a few weeks , pm if you 'd like to get together for a pint if your in the area .",0
We are not fighting against white immigrants though many British are getting angry at them taking their jobs etc .,0
Many British do n't have the white nation mentality they see a foreigner is a foreigner is a foreigner .,0
All we here an Stormfront Britain are saying is that MASS white immigration is detrimental to OUR nation for the reasons we have given time after time .,1
You think outside the sheep box in this movement then the usual suspects will hound you down untill you get back in line sad but true,0
Welcome to the forum .,0
It 's nice to see other people here in this section that lean towards the old Pagan beliefs too .,0
When I started learning about Hitler in school and I was possessed with trying to find out if I was Aryan .,0
So everytime I typed this forum appeared so I decided to join and learn more about the Aryan race and such further .,0
Their English language means they are drowning in the MLK-esque crap coming out of America .,1
Same situation in Australia and Canada .,0
An American cancer has infected them all,0
Yes i have noticed this too where I live .,0
There have been times when I have walked past some nigerian or skinny and they will cough with hand at their side without care for those around them .,1
The indians and stanis will just spit all over the street .,1
It is disgusting .,0
Its brainwashing starts at school they dont understand they dont know any better .,0
As kids they watch leftie music shows kids tv shows etc .,0
Its a spiral in to decline ted heath ex tory pm said unemployment eats in to your soul .,0
It does i was unemployed for nearly 2 years in the 1980s it does drag you down .,0
I watched a few minutes of it the other night and felt sick .,0
Disgusted that Birmingham has gone from the `` workshop of the world '' ( a city of a thousand trades ) to producing scumbags like this .,1
"i met my wife at the gun range which i was manager of at the time , a woman who shoots guns and hunts is a keeper for sure ..",0
"Children of Germany : more at Kinder Deutschlands | Alle Inhalte | DW.DE | 04.06.2014 Text says she is from Portugal , but looks racially mixed .",0
"Somali Turkish Bosnian Colombian ( eye shape indicates Native American ancestry ) Albanian Moroccan Tunisian Thai Syrian refugees arrive Turkish group in Iserlohn , NRW First multireligious ( Christian-Jewish-Muslim ) religious building in Berlin http://www.pi-news.net/2014/06/berli ... gioese-kirche/",0
I'm glad you realized it .,0
"On another hand , being born was also a pretty stupid thing that you did , I hope you will try to correct that as well .",0
Same here .,0
I have no idea why they always have to fight each other when there are more important things they should do .,0
Correct.,0
And they really are quite a frustrated group .,0
From the changing of the guard to the changing of the negro .,0
LOL .,0
https://www.facebook.com/permalink.php?story_fbid=1493603624234498&id=14320 59370388924 Waterford Against Racism added 6 new photos .,0
"4 hrs · In a sinister development , Waterford Against Street Crime and Organised Begging has gained support from the Nationalist Movement - an ardently fascist , racist , anti-immigration , anti-multiculturalist , Islamophobic , homophobic organisation .",0
NPD demonstration in Hamburg : 35 attendants .,0
Counter-demonstrators were said to be 800 .,0
Paper claims 250 - I was walking pass there and would estimate 100-200 demonstrators .,0
"Some Communists , some Kurdish Nationalists and some German Anti-War people .",0
Mostly they were playing loud kurdish music .,0
Article of our local newspaper is subject to a charge .,0
Google translate : Google Translate,0
"Notice how not one of these Hungarians gave one good source validating their preposterous claims , they just came here to complain and start name calling , just as stupid liberals do .",1
The comment I made was about the fact that Everton 's nickname is the Black Watch .,0
There was nothing sectarian about my comments .,0
Few more pictures from Slovenia https : //www.stormfront.org/forum/show ... & postcount = 196 https : //www.stormfront.org/forum/show ... & postcount = 197 https : //www.stormfront.org/forum/show ... & postcount = 206 https : //www.stormfront.org/forum/show ... & postcount = 207,0
"This is really not European news , but everybody should know that after years of Lebanese and other arabs intimmidating white women on Cronulla beach and after the cowardly attack on two white life-savers ( !! ) the Lebanese got theirs yesterday .",1
Go to the Downunder section to read up on the news on how Arabs got their asses kicked and even the police were running away in fear .,0
Some nice pictures and videos too .,0
https : //www.stormfront.org/forum/showthread.php ? t = 253531,0
"...the Jew shall have my Flesh , blood and bones and all ...",0
"Anglo-Bank/New Central Bank HQ , Truth-Graf Protest , Wednesday 5th June , 2013 .",0
Nationalists join the people of Ireland to attend the Rally For Life March in Dublin .,0
Nationalists Attend Rally For Life 2013 - YouTube,0
Wait there is going to be anti-white people in Euro 2012 ?,0
So there white and there against racism or they like monorities against whites ?,0
"You do n't need to understand , he did n't say anything important , every second word is Jesus Christ or something about Orthodox Christianity .",0
https : //www.stormfront.org/forum/t795949-2/#post9151222,0
Yeah I think they 'd be much better off back home .,1
"Especially I think it 's bad when they bring their children with them to the West , cause in many cases they grow up brainwashed with multicultural and degenerate propaganda like the locals .",0
Thanks to everyone who listened to the radio show last night and apologies for the delay ( it was blocked by ubroadcast for a time ) .,0
"Anyone who want to listen to the broadcast can do so here > > > http://www.drmireland.com/audio.php There 's another broadcast on the 24th , see this message from Michael Quinn : ------------------------------------------ `` Freedom Of ﻿ Speech '' Has PREVAILED !",0
"DRM Radio will be broadcasting it 's second show , live this coming Thursday the 23rd Dec , 8pm to 10pm on http://drmradio.ubroadcast.com/ Listeners to the show are welcome to send us material they would like to have read on-air during any of our live broadcasts .",0
You can send it to us at drmradio@ymail.com.,0
"Or call us on 085 2455043 between 9am to 10pm , Mon to Sat. Thank you , Michael Quinn .",0
------------------------------------------ John,0
"They are beating each other to death everywhere , just look what they do to each other in Africa .",1
We should just isolate them so those mutated monkeys can completely whipe each other out .,1
"Hey, I 'm looking to meet new people maybe find myself a nice white boy .",0
I 'm 20 and in Vancouver .,0
I just moved back here from sask. And do n't know many people .,0
"I told my daughter if I saw one photo like that on her Facebook page , I 'd let her brother hack her account , then photoshop it at will .",0
"where can i get more info on PU , like how big it is and stuff ? also want to get some better info on `` natiocracy '' and `` social nationalism ''",0
we all want the females that are smart and look like top model but imporant is to ask ourselves : do we deserve ?,0
"Well I talk to her because no one else writes here except her and me , you only write here when she says something stupid , if I did n't write to her this place would just die off .",0
"I proved that fyromanians are blind people and if I show them picture of beautiful white bulgarian girl and not told them that she is bulgarian they will see at her as a white european which is it , instead of calling her `` tatar '' or `` mongol '' which is not .",0
Oh... and I was going to use this idea next time I met a girl .,0
Note to self : lose the wombat .,0
Maybe try a badger instead ?,0
Finding ourselves having to live here in annexed Aztlan is all the more reason to band together .,0
"Behind every avatar is an actual person , and we can even meet .",0
I 've seen it happen .,0
Brother You remind Me of a Young Meatloaf !,0
Awesome band back in the day !,0
Hell of a show as well !,0
White Power Brother !,0
I'll put money on it Amy this is the photo the females hate you are a stunning girl do n't let no1 drag you down .,0
You changed your name .,0
I knew I had never seen that name on here before and you have so many post then I clicked on your profile and saw it was you Lyn .,0
"Well for all of my friends down there , we all got thrown out of the big local bar in this little town and it 's all my fault hahahahahaha I do n't think we 'll be welcome back for a LONG time .",0
"I swear , you ca n't take us anywhere .....",0
Ok Ignore the one pic. that is n't so good ....,0
What color hair looks best ? the one in the middle is the natural color ... but i like to color it because in the summer it turns a weird color that isnt very pretty ...,0
To me and the rest of my commrades on this wonderfull White Day !!! I hope you have loads of fun and be safe !!!!,0
"Ok here 's mine , not a very good picture of me but it 's the only one i have at the moment .",0
I want to thank you for responding to my thread .,0
And the general idea is to pick anyone on the site thats logged in to say hello .,0
Oh and by the way WECOME TO STROMFRONT 100 % WHITE POWER WAR SKINS 2508,0
Looking for a white girl in Virginia ( of all places ) around 21-25 .,0
"I am 24 , like to hang out in my local bar have few ones and place music as much as i can .",0
I am 6 ' 0 around 160lbs 100 % Hungarian. anyone out there ???? 16,0
And you get credit for that ?,0
That 's like the class where you get credit for learning how to sleep .,0
No wonder this country is in trouble,0
"HELLO, Angel , just wanted to say hi i live in cal but e mail me if you want to . white on sister 9",0
"This past long weekend Aug 6th , 2007 , my buddy and I trailered his boat to the desert town of Osoyoos , British Columbia .",0
This is got to be one of the few places in the world where you can drive 4-5 hours and go from rain forests to desert .,0
The green strip is a well watered vineyard : Much of this lake is very shallow .,0
You could be 500 feet offshore and still only be knee deep in water .,0
But there are places that go as deep as 150 feet .,0
The owner of that little white boat on the right claims he 's had it up to 119 mph. Hmm .,0
A 750 lb boat with a 280 hp motor .,0
Guess it could be .,0
My buddy 's boat is anchored beside it .,0
This was taken Monday morning .,0
It was alot busier Saturday and Sunday .,0
"Being the asocial person I am , I preferred fewer people .",0
Monday afternoon .,0
A few more people still holidaying .,0
My buddy 's boat .,0
This is rattle snake territory .,0
The vegitation here has a lot of these tree with thorny burrs .,0
"The following pictures were taken this morning at sunrise on top of Mount Strachan , Cypress Provincial Park , West Vancouver -- 1432m ( 4,750 feet ) .",0
"The two peaks , center picture are The Lions .",0
The heart of the sunrise .,0
Still snow up there and that is on a south face slope so it gets sun there .,0
Over looking Howe Sound .,0
"In the winter this area is fenced off with signs with skull and cross bones that say ' Danger , do not go beyond this point . '",0
"Yet every year a snow boarder or skier see the untouched snow and ca n't resist and ends up going over a 1,000 foot cliff to his death .",0
I was n't able to attend the last event but really would like to met some normal people in San Diego .,0
Does anyone want to meet somewhere within the next few weeks ?,0
Maybe spread some HATE and intolerance ?,1
"I had another picture on here at one point , with my old account , but it must be in the old thread .",0
"Welcome, its always great to see new members on .",0
Theres a wealth of information and alot of great people on here .,0
I used to enter horse competitions until I was thrown off one and broke my leg .,0
Now I will not go near them .,0
Observer14.........,0
I am in agreeance with you about this haven being a great place to speak out and vent the anger we get from living in Zogworld .,1
WP WP WP WP,0
There is more to race than just skin color .,0
"I guess us whites who tan for most of the year stop being whites save for a few winter days , eh ?",0
"I like the Japanese , i really do .",0
I have nothing against them .,0
I respect them .,0
"Awwwwww, that so sweet .",0
"So I should probaly start working on the biscuits and gravy for breakfast when you come up then , huh ?",0
I am a 33 year old single white male in northern Virginia .,0
All lovely white ladies are welcome to chat with me .,0
Hey there I 'm just up the mountain from u .,0
In BB .,0
If u wanna chat drop me a line RaHoWa !,0
"I'm 6 ' 1 "" , my wife was 5 ' 4 "" , I dunno if that counts as tall vs short .",0
"Me , I love ' em any height .",0
Let me be the first to say WELCOME to SF .,0
There are too many wonderful people on here to mention .. you will meet them soon enough .,0
Good luck !,0
"haha, definitly not injuns .",0
That 's the Norweigian black metal band Emperor .,0
They 're music is one of the reasons I decided to become a white nationalist in the first place .,0
Black metal is about preserving European culture and values .,0
open a new shop somewhere get my son more interested in education ( he hates school ) help mor ein my community try to whiten things up > >,1
sorry sisters and brothers but she lie to you she was not what she said she was fake used me and a other brother the same time so watch her ? say safe goldeboy 88,0
"hello i dont speak german but i am a very proud white boy , and id love to chat , drop me a line",0
"I am in Orlando , and I am also searching for people who are proud of their heritage. email if you are intrested in talking",0
Hang in their it will happen. seems it takes some woman years to figure out they dont like being treated bad. keep being nice but not a pushover .,0
Thanks...,0
I 'm more into wolves than lions .,0
I have a bunch more pics if anyone wants to see ' em. just drop me an email .,0
Einherjer88@hotmail.com,0
KC skin boy looking for KC skin girl .,0
"I 'm all alone and looking for companionship , where 'd all the good girls go ? send me a pm or email at skin14 _ 88@hotmail.com",0
"Hey j.p. i called the number you left me in my mail a couple of weeks ago but they said they never heard of ya , i e-mailed you back and havent heard back , shoot me yopur #again .",0
"I live on Long Island , need to get a new drivers license , but when I do , Im up for travelling .",0
Draco,0
well since we have all of us from phoenix lets exchange numbers and meet up dont laugh at the email addy it was a joke hehe pure _ tattooed _ white _ trash@yahoo.com,0
Where did you go to school in Oregon ?,0
I grew up there but just moved to Santa Barbara for grad school .,0
"Cheers , Edward",0
That little one is adorable !,0
On a scale of cute babies I 'd say this little man scores a 10 all the way around .,0
Hell I 'd rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassy-eyed stare .,1
Don't bother .,0
It 's there .,0
"http://www.islandnet.com/~kpolsson/d...s/disn1965.htm March 14 The NBC TV network airs the Walt Disney 's Wonderful World of Color show , featuring Kilroy , part one .",0
"[ 85.362 ] [ 228.275 ] March 21 The NBC TV network airs the Walt Disney 's Wonderful World of Color show , featuring Kilroy , part two .",0
"[ 85.362 ] [ 228.275 ] March 28 The NBC TV network airs the Walt Disney 's Wonderful World of Color show , featuring Kilroy , part three .",0
"[ 85.362 ] [ 228.275 ] April 4 The NBC TV network airs the Walt Disney 's Wonderful World of Color show , featuring Kilroy , part four .",0
[ 85.362 ] [ 228.275 ],0
"I lived in texas when i was younger , i know how tough some things can get . `` rasslin animals '' is half the fun",0
Looks like JJT has again taken the lead .,0
Let 's hope it stays and the New Year brings in more people like this great man .,0
Are there any ple`s started yet then ? and if so where are they so we can check them out maybe we will move to one .,0
This flier addresses three of the goals that I work hard to accomplish .,0
1 .,0
"Living in a boarder state , Texas , the problems of illegal aliens is , naturally , a stark reality , and let me add that the only solution that I see is the implimentation of U.S. Troops as guards on the Mexican boarder .",1
2 .,0
Supporting our men and women in the armed forces .,0
"In another thread , I was railed by several respectable members of StormFront for my unconditional support of our troops .",0
"This flier makes it easier for everyone to get behind our troops , by moving them out of Iraq , and to a location where they will be performing according to the U.S. Constitution .",0
`` Defend our Boarders . '' 3 .,0
"Educating the Lemmings in reguard to the Isreali agenda , which is fighting a war for the Jew 's benifit not America 's .",0
"This coming week , I will be sliding hundreds of these fliers under the windshield wipers of cars in the mall parking lots in the Houston area .",0
I urge all White Nationalist in this area to do the same .,0
"If you plan to work a particular mall in the Houston area , please PM me , so we can coordinate , and cover more area .",0
"Gee , I may finally make the news for doing something other than being an ugly Harley Rider in a `` No Ugly Zone . ''",0
MrBadgerSir,0
This looks really good Peachy .,0
"And if we had just a few hundred more people on this data base thread , we would have those open PLEs by now .",0
This is from the back-file at Stormfront 's Advanced Scout forum which is solely devoted to promoting the Pioneer Litte Europe strategy .,0
I dont doubt what your saying about the BNP and i hope they do well .,0
As i say iam active in another party and their meeting was where i live so i thought i would turn up .,0
I even thought of showing up to their paper sell outside of Heathway train station on the following saturday,0
Thanks for the posting and all they contains .,0
C Cheers to all my WHITE BROTHERS AND SISTERS .,0
[ COLOR = `` Red '' ] FOREVER WHITE AND PROUD TON,0
Thank you for this update .,0
